pmid	journal	doi	text_path
34103493	Nat Commun	10.1038/s41467-021-23717-5	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34103493.txt
34200105	Nutrients	10.3390/nu13061937	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34200105.txt
34307461	Front Mol Biosci	10.3389/fmolb.2021.703638	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34307461.txt
34439954	Biology (Basel)	10.3390/biology10080722	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34439954.txt
34502456	Int J Mol Sci	10.3390/ijms22179549	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34502456.txt
34585527	J Cachexia Sarcopenia Muscle	10.1002/jcsm.12798	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34585527.txt
34604238	Front Cell Dev Biol	10.3389/fcell.2021.736994	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34604238.txt
34715774	BMC Microbiol	10.1186/s12866-021-02359-z	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34715774.txt
34804993	Front Cell Infect Microbiol	10.3389/fcimb.2021.749750	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34804993.txt
34907602	J Gastroenterol Hepatol	10.1111/jgh.15760	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34907602.txt
34956106	Front Microbiol	10.3389/fmicb.2021.653448	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_34956106.txt
35003805	Depress Res Treat	10.1155/2021/7967552	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35003805.txt
35087227	Nat Microbiol	10.1038/s41564-021-01030-7	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35087227.txt
35189961	Microbiome	10.1186/s40168-021-01208-5	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35189961.txt
35475151	BJUI Compass	10.1002/bco2.104	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_35475151.txt
36343662	Gut Microbes	10.1080/19490976.2022.2132903	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36343662.txt
36633831	Clin Transl Oncol	10.1007/s12094-022-03061-w	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36633831.txt
36862804	Cancer Discov	10.1158/2159-8290.CD-22-0966	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36862804.txt
36984891	Metabolites	10.3390/metabo13030451	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_36984891.txt
37042765	Microbiol Spectr	10.1128/spectrum.05066-22	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37042765.txt
37127667	NPJ Biofilms Microbiomes	10.1038/s41522-023-00391-7	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37127667.txt
37182146	Front Oncol	10.3389/fonc.2023.1183039	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37182146.txt
37260140	Cancer Med	10.1002/cam4.6194	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37260140.txt
37317301	Microorganisms	10.3390/microorganisms11051327	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37317301.txt
37370676	Cancers (Basel)	10.3390/cancers15123065	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37370676.txt
37483698	Heliyon	10.1016/j.heliyon.2023.e18035	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37483698.txt
37513865	Pharmaceuticals (Basel)	10.3390/ph16070953	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37513865.txt
37577378	Front Cell Infect Microbiol	10.3389/fcimb.2023.1190910	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37577378.txt
37612430	Clin Exp Med	10.1007/s10238-023-01165-3	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37612430.txt
37644400	BMC Microbiol	10.1186/s12866-023-02981-z	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37644400.txt
37760515	Cancers (Basel)	10.3390/cancers15184546	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37760515.txt
37806638	Anaerobe	10.1016/j.anaerobe.2023.102784	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37806638.txt
37887704	Pathogens	10.3390/pathogens12101188	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37887704.txt
37928040	Heliyon	10.1016/j.heliyon.2023.e21057	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_37928040.txt
38018574	Immun Inflamm Dis	10.1002/iid3.1067	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38018574.txt
38038385	Gut Microbes	10.1080/19490976.2023.2288200	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38038385.txt
38111159	J Sci Food Agric	10.1002/jsfa.13227	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38111159.txt
38304032	Front Oncol	10.3389/fonc.2023.1310054	/scratch/karcher/seq_metadata_curator/data/prefilter/text/PMID_38304032.txt
